incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
High Desert Fire,Y,2024-07-03 06:47:03+00:00,2024-07-01 18:59:26+00:00,CAL FIRE Lassen-Modoc Unit,Lassen,31873,10,100,nan,nan,-120.52602,40.408993,Wildfire,5bc3c8c8-d881-4455-8a7d-93811e70b0d9,,,7/1/2024,N
Toll Fire,Y,2024-07-11 07:46:42+00:00,2024-07-02 09:42:17+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,137384,41,100,nan,nan,-122.585297,38.63744,Wildfire,a0512940-e935-452a-b4a1-bf8e6fbee93a,,,7/2/2024,N
Thompson Fire,Y,2024-07-08 18:19:11+00:00,2024-07-02 10:51:00+00:00,CAL FIRE Butte Unit,Butte,213605,3789,100,nan,nan,-121.5467,39.53793,Wildfire,dd88859f-53c8-41f4-b697-5e7623f8eeae,,,7/2/2024,N
Yolla Fire,Y,2024-07-05 08:49:39+00:00,2024-07-02 10:27:27+00:00,nan,Shasta,181852,19,100,nan,nan,-122.760479,40.386141,Wildfire,2bce08e5-efea-409f-a8c6-bc8f9254432e,,,7/2/2024,N
Denverton Fire,Y,2024-07-03 22:34:28+00:00,2024-07-02 13:13:39+00:00,CAL FIRE Sonoma - Lake - Napa Unit,Solano,450995,25,100,nan,nan,-121.91466,38.242509,Wildfire,40dd06ef-4937-4646-8950-849397eba75f,,,7/2/2024,N
Border 60 Fire,Y,2024-07-04 09:17:13+00:00,2024-07-02 14:06:15+00:00,CAL FIRE San Diego Unit,San Diego,3289701,23,100,nan,nan,-116.616755,32.582559,Wildfire,4190d31c-2571-40cc-9f84-bbc320ff9b62,,,7/2/2024,N
Airline Fire,Y,2024-07-05 18:24:45+00:00,2024-07-02 13:56:12+00:00,CAL FIRE San Benito-Monterey Unit,San Benito,64753,1295,100,nan,nan,-121.22114,36.65921,Wildfire,ef4e05b7-9ca7-42a0-afbc-2c98accaf08c,,,7/2/2024,N
Moccasin Fire,Y,2024-07-07 21:34:54+00:00,2024-07-02 15:40:31+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,51,100,nan,nan,-120.774929,38.63826,Wildfire,b5803b5d-30ac-4638-8be4-b29eb4386d6d,,,7/2/2024,N
Bowman Fire,Y,2024-07-02 20:59:12+00:00,2024-07-02 10:36:27+00:00,nan,Kern,906883,13,,nan,nan,-117.899544,35.608374,Wildfire,f56284c7-82cf-4384-a344-61e133842dcc,,,7/2/2024,N
Luken Fire,Y,2024-07-03 15:09:07+00:00,2024-07-02 15:34:42+00:00,CAL FIRE Riverside Unit,Riverside,2429487,18,100,nan,Bureau of Land Management (BLM),-117.264072,33.79682,Wildfire,073a621b-0e81-4a52-9332-1b32a9400d21,2024-07-03 15:08:17+00:00,7/3/2024,7/2/2024,N
Power Fire,Y,2024-07-03 22:37:18+00:00,2024-07-02 17:08:32+00:00,Kern County Fire Department,Kern,906883,200,100,nan,nan,-118.750959,35.470889,Wildfire,475bb3e7-2ff7-45dc-8a88-ad819f7c6d7e,2024-07-03 22:36:59+00:00,7/3/2024,7/2/2024,N
Sharp Fire,Y,2024-07-05 07:38:16+00:00,2024-07-03 13:47:23+00:00,Ventura County Fire Department,Ventura,842009,133,100,nan,"Simi Valley Police, Ventura County Sheriff's Department",-118.742209,34.294625,Wildfire,6aa086da-4175-4eec-88a4-563e410f55a0,,,7/3/2024,N
Olive Fire,Y,2024-07-05 13:13:39+00:00,2024-07-03 14:31:29+00:00,Kern County Fire Department,Kern,906883,1310,100,nan,nan,-119.9569496,35.612809,Wildfire,5a0d9121-cb79-420a-bc1b-e0a897674944,,,7/3/2024,N
Berry Fire,Y,2024-07-04 09:08:45+00:00,2024-07-03 14:36:02+00:00,Kern County Fire Department,Kern,906883,60,100,nan,nan,-118.816667,35.633333,Wildfire,2e65fe33-1053-4be1-8025-ea4116b7b60b,,,7/3/2024,N
Shelly Fire,N,2024-07-17 05:51:00+00:00,2024-07-03 13:35:37+00:00,Unified Command: Klamath National Forest and CAL FIRE Siskiyou Unit,Siskiyou,44049,15362,8,nan,"CDCR, CHP, CAL TRANS, Pacific Power, Etna Fire Department, Etna Ambulance, Siskiyou County Board of Supervisors, Karuk Tribe, Jefferson Resource Co., FWS Forestry, Scott Valley Community Liaison, Salmon River Community Liaison, USFS, BLM, CAL FIRE, Siskiyou County OES, Siskiyou County Sheriff Office and The 1st District of California House of Representative.",-123.057551,41.465297,Wildfire,798bb0b3-8d70-4d9c-a0b6-094c9013a4da,,,7/3/2024,Y
Orchard Fire,Y,2024-07-05 08:50:20+00:00,2024-07-03 14:28:00+00:00,Kern County Fire Department,Kern,906883,830,100,nan,nan,-118.3970832,35.10995,Wildfire,3400d0b8-e3e2-40a1-928b-47e56e243937,,,7/3/2024,N
Adams Fire,Y,2024-07-07 21:36:10+00:00,2024-07-03 15:37:03+00:00,CAL FIRE Lake Napa Unit,Lake,68024,16,100,nan,nan,-122.607362,38.91033,Wildfire,697597c5-38dd-4db4-8f1a-e9d53c56b2e5,,,7/3/2024,N
Watt Fire,Y,2024-07-08 13:41:39+00:00,2024-07-03 15:05:24+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Placer,406608,23,100,nan,nan,-121.392532,38.736113,Wildfire,4d60a968-e916-483c-89b8-ae7991b191a2,,,7/3/2024,N
Olinda Fire,Y,2024-07-06 08:10:19+00:00,2024-07-03 16:14:41+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,98,100,nan,"Happy Valley Fire Department, & Shasta County Fire",-122.415486,40.439362,Wildfire,da951cd4-b460-4d36-a4c7-f914f12ac31f,,,7/3/2024,N
Little Fire,Y,2024-07-04 09:10:32+00:00,2024-07-03 15:47:38+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,11,,nan,nan,-120.757128,36.786172,Wildfire,4130ec76-340c-450d-996e-c4e2c71a2365,,,7/3/2024,N
Grubbs Fire,Y,2024-07-04 08:13:03+00:00,2024-07-03 17:17:57+00:00,CAL FIRE Butte Unit,Butte,213605,10,100,nan,nan,-121.507399,39.43511,Wildfire,cfed11d4-8e8e-4d81-b373-f96c756ee12f,,,7/3/2024,N
Slough Fire,Y,2024-07-04 09:19:10+00:00,2024-07-03 16:04:30+00:00,CAL FIRE Amador-El Dorado Unit,Sacramento,1579211,11,100,nan,nan,-121.161253,38.493205,Wildfire,2a21f77a-0db4-4cd9-b1a6-3af4ead89e8d,,,7/3/2024,N
Adrian Fire,Y,2024-07-04 09:20:33+00:00,2024-07-03 19:40:53+00:00,Los Angeles County Fire,Los Angeles,9936690,80,100,nan,nan,-118.1935,34.573279,Wildfire,4a8ced50-3e3d-412e-87cf-37ee5045ddeb,,,7/3/2024,N
Grande Fire,Y,2024-07-08 13:29:18+00:00,2024-07-04 02:57:20+00:00,CAL FIRE Santa Clara Unit,Stanislaus,552063,323,100,nan,nan,-121.23728,37.46973,Wildfire,263df749-7279-4200-9c93-b36eb00526c7,,,7/4/2024,N
Sotelo Fire,Y,2024-07-04 17:02:31+00:00,2024-07-04 12:09:40+00:00,CAL FIRE Riverside Unit,Riverside,2429487,17,100,nan,nan,-117.23049,33.72325,Wildfire,22d0590d-60a8-488c-9ca9-605e686473a5,,,7/4/2024,N
Deer Fire,Y,2024-07-05 19:13:41+00:00,2024-07-04 14:41:20+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,32,100,nan,"PG&E
TCSO
CHP",-122.30328,40.2003,Wildfire,b60b3089-a801-462b-a3de-3ded5f8c72ea,,,7/4/2024,N
Highway Fire ,Y,2024-07-08 13:45:44+00:00,2024-07-04 16:09:02+00:00,nan,Kern,906883,75,100,nan,nan,-119.2071,35.25322,Wildfire,289f036a-eb92-4ae2-9d1a-0356a259dfda,,,7/4/2024,N
Meiss Fire,Y,2024-07-05 13:08:29+00:00,2024-07-04 17:20:00+00:00,CAL FIRE Amador-El Dorado Unit,Sacramento,1579211,18,100,nan,nan,-121.074404,38.483838,Wildfire,12b846f3-b12a-477c-acb0-14a93a94412e,,,7/4/2024,N
French Fire,Y,2024-07-13 22:27:45+00:00,2024-07-04 18:33:00+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,17130,908,100,nan,nan,-119.9771,37.50959,Wildfire,a96e7558-807f-481e-a8c5-ddadc9829be7,,,7/4/2024,N
Nason Fire,Y,2024-07-05 13:08:07+00:00,2024-07-04 19:03:39+00:00,CAL FIRE Riverside Unit,Riverside,2429487,65,100,nan,nan,-117.191529,33.928252,Wildfire,bb10e33a-6f40-44f4-875b-1f87694e87a7,,,7/4/2024,N
Sonora Fire ,Y,2024-07-05 13:07:18+00:00,2024-07-04 20:10:07+00:00,nan,San Bernardino,2180563,10,,nan,nan,-117.5124,34.50711,Wildfire,86cbe59b-509f-4d16-bd7b-ac29e1145084,,,7/4/2024,N
Lumpkin Fire,Y,2024-07-05 13:53:52+00:00,2024-07-04 21:15:00+00:00,CAL FIRE Butte Unit,Butte,213605,8,100,nan,nan,-121.35037,39.54992,Wildfire,94cb3aa5-ae82-4b57-8b25-b59309da9f23,,,7/4/2024,N
Rd 18.75 / Ave 24 Fire,Y,2024-07-05 07:41:02+00:00,2024-07-04 22:57:53+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,10,,nan,nan,-120.206748,37.09824,Wildfire,3dddbc43-507f-4b3f-ace9-14342e2ea5af,,,7/4/2024,N
Storey Fire,Y,2024-07-05 07:41:58+00:00,2024-07-04 22:33:48+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157243,10,100,nan,nan,-120.032252,36.974414,Wildfire,e829b726-f797-435e-85d5-fd2b4fa5b2cd,,,7/4/2024,N
Paloma Fire,Y,2024-07-05 07:40:21+00:00,2024-07-05 00:21:19+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,14,100,nan,nan,-120.460411,37.396908,Wildfire,c850a914-f9f2-4e3f-9605-45c3c871ac93,,,7/5/2024,N
Dersch Fire,Y,2024-07-07 21:33:33+00:00,2024-07-05 10:52:26+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,57,100,nan,nan,-122.04948,40.494374,Wildfire,81fa266f-2ad8-4826-a316-faf872deae23,,,7/5/2024,N
Hills Fire,Y,2024-07-07 16:50:29+00:00,2024-07-05 14:14:27+00:00,CAL FIRE Riverside Unit,Riverside,2429487,71,100,nan,nan,-117.113903,33.757944,Wildfire,2a35910f-6546-4f86-9314-846774ae7776,,,7/5/2024,N
York Fire,Y,2024-07-05 15:21:57+00:00,2024-07-05 13:19:40+00:00,CAL FIRE Fresno-Kings Unit,Kings,152515,60,100,nan,nan,-120.05765,35.82553,Wildfire,bd450df3-28c4-497b-aa53-6bb4cf72c9ca,,,7/5/2024,N
Lake Fire,N,2024-07-17 07:13:03+00:00,2024-07-05 15:48:46+00:00,"Unified Command: USFS Los Padres National Forest, CAL FIRE, Santa Barbara County Fire Department, and Santa Barbara County Sheriff's Office",Santa Barbara,445213,38663,42,nan,"California Highway Patrol, Santa Barbara County Sheriff's Department, Pacific Gas and Electric, California Department of Corrections and Rehabilitation, Santa Barbara County Office of Emergency Services, Santa Barbara County Public Works, California Department of Transportation, Santa Ynez Water District, University of California Santa Barbara, Santa Barbara County Animal Services, Santa Ynez Band of Chumash Indians. ",-120.044833,34.785,Wildfire,bc6db02b-254b-4857-9bd9-2ec52580960e,,,7/5/2024,Y
Plenty Fire,Y,2024-07-06 10:04:46+00:00,2024-07-05 17:22:34+00:00,Los Angeles County Fire Department,Los Angeles,9936690,77,80,nan,nan,-118.506107,34.4792756,Wildfire,a34d2d90-9bc3-4d2c-bf8f-66b01d3792c3,,,7/5/2024,N
Rancho Fire,Y,2024-07-06 11:48:29+00:00,2024-07-05 17:47:00+00:00,CAL FIRE Ventura Unit,Ventura,842009,14,100,nan,nan,-118.853661,34.173631,Wildfire,1fee6b10-8868-412b-973d-9af87fd96c06,,,7/5/2024,N
Vestal Fire,Y,2024-07-08 08:48:24+00:00,2024-07-05 17:27:36+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,19,100,nan,nan,-122.539089,40.200879,Wildfire,2b097232-3f87-4cf3-85de-169a64cddc14,,,7/5/2024,N
Pocket Fire,Y,2024-07-08 13:32:18+00:00,2024-07-06 11:19:05+00:00,CAL FIRE Sonoma-Lake-Napa,Sonoma,488436,11,100,nan,"Northern Sonoma County Fire Protection District, Healdsburg Fire Department, Cloverdale Fire District",-122.907373,38.742834,Wildfire,5c70cc79-8ef5-4306-97fa-74093ab5bd89,,,7/6/2024,N
Pay Fire,Y,2024-07-11 11:53:40+00:00,2024-07-06 14:08:27+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,77,100,nan,nan,-120.7549,38.7231,Wildfire,e99e51fc-7eb4-40eb-82a0-22bc6989543f,,,7/6/2024,N
Cahuilla Fire,Y,2024-07-08 13:36:06+00:00,2024-07-06 15:57:23+00:00,nan,San Bernardino,2180563,75,100,nan,nan,-117.131163,34.5444065,Wildfire,b7ae358d-2766-4f99-a677-f231fae07dd8,,,7/6/2024,N
Lucerne Fire,Y,2024-07-08 20:09:49+00:00,2024-07-06 15:24:26+00:00,San Bernardino County Fire Department,San Bernardino,2180563,419,100,nan,nan,-117.03341,34.45196,Wildfire,7701bdad-0622-432c-a822-1d6bf6de8c2d,2024-07-08 17:00:46+00:00,7/8/2024,7/6/2024,N
Top Fire,Y,2024-07-06 22:19:34+00:00,2024-07-06 16:33:52+00:00,CAL FIRE Riverside Unit,Riverside,2429487,49,100,nan,"City of Corona FD, Riverside City FD",-117.3048,33.964275,Wildfire,4377f847-6f0f-470b-8319-4cafd43eb902,,,7/6/2024,N
Granite Fire,Y,2024-07-07 16:29:39+00:00,2024-07-06 16:57:37+00:00,CAL FIRE Madera Mariposa Merced,Mariposa,17130,55,100,nan,nan,-120.325444,37.7133123,Wildfire,47d84716-507a-4630-af90-8ecdf542bc9d,,,7/6/2024,N
View Fire,Y,2024-07-08 08:18:49+00:00,2024-07-06 14:02:00+00:00,CAL FIRE Ventura Unit,Ventura,842009,14,100,nan,nan,-118.90918,34.19518,Wildfire,59096d89-7195-4b37-b4cc-6d02ab922848,,,7/6/2024,N
Blue Water Fire,Y,2024-07-12 22:47:14+00:00,2024-07-06 21:18:00+00:00,Bureau of Indian Affairs,San Bernardino,2180563,150,100,nan,nan,-114.276308,34.169517,Wildfire,c709ed98-7c0b-4b1f-880b-ca435696b8fa,,,7/6/2024,N
Vista Fire,N,2024-07-16 21:57:58+00:00,2024-07-07 10:00:38+00:00,San Bernardino National Forest,San Bernardino,2180563,2936,59,nan,nan,-117.606101,34.292101,Wildfire,3a6eccd0-40fa-4d68-97fa-e38f93f0458c,,,7/7/2024,Y
Post Fire,Y,2024-07-07 21:35:46+00:00,2024-07-07 13:35:01+00:00,CAL FIRE Riverside Unit,Riverside,2429487,11,100,nan,nan,-117.293584,33.788907,Wildfire,ac4229e1-c4aa-498e-b407-4c19021a5cee,,,7/7/2024,N
North Fire,Y,2024-07-14 22:46:41+00:00,2024-07-07 15:38:45+00:00,Bureau of Land Management - Northern California District,Modoc,8651,4685,100,nan,nan,-120.503588,41.256864,Wildfire,f2edef16-123c-47df-8cfb-5822aaa4e6eb,2024-07-14 22:44:26+00:00,7/14/2024,7/7/2024,N
Royal Fire,N,2024-07-16 10:52:59+00:00,2024-07-07 16:09:49+00:00,Tahoe National Forest Service,Placer,406608,215,95,nan,nan,-120.4168,39.2393,Wildfire,fb03fcdb-e84c-4edd-8457-126b805119f2,,,7/7/2024,Y
Hilldale Fire,Y,2024-07-08 08:19:26+00:00,2024-07-07 19:34:34+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,10,100,nan,nan,-120.998125,37.081199,Wildfire,f500704e-ed06-4a63-8ac4-55dc34c688d2,,,7/7/2024,N
Tesla Fire,Y,2024-07-10 17:30:19+00:00,2024-07-08 11:15:19+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,27,100,nan,nan,-121.696665,37.66504,Wildfire,14837591-2b5d-43c0-bfa9-48d9ed8da226,,,7/8/2024,N
Sand Fire,Y,2024-07-09 11:38:45+00:00,2024-07-08 14:49:06+00:00,CAL FIRE Tulare Unit,Tulare,473446,31,100,nan,nan,-119.242623,36.640352,Wildfire,f030fe29-09cc-4912-91ce-4c47048f6fb4,,,7/8/2024,N
Mina Fire,N,2024-07-14 18:53:51+00:00,2024-07-08 14:04:51+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,98,97,nan,"Mendocino County Sheriff's Office, California National Guard and California Conservation Corps. ",-123.3874638,39.97054368,Wildfire,d08b8b6b-585b-40c2-9b40-99ec5adf5513,,,7/8/2024,Y
Bogus Fire,Y,2024-07-15 22:36:20+00:00,2024-07-08 16:02:48+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,411,100,nan,nan,-122.392257,41.884429,Wildfire,1d2f4147-5768-4f7a-b777-42f72c9d75b4,2024-07-15 22:35:23+00:00,7/15/2024,7/8/2024,N
Franklin Fire,Y,2024-07-08 22:31:31+00:00,2024-07-08 18:10:18+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,53,100,nan,nan,-120.645939,35.591462,Wildfire,50cb3627-a575-44c7-b740-498a14c33a1f,,,7/8/2024,N
Caliente Fire,Y,2024-07-09 19:51:24+00:00,2024-07-08 22:18:24+00:00,Kern County Fire Department,Kern,906883,60,100,nan,nan,-118.651434,35.273067,Wildfire,6436e8b1-ccaf-427b-87f1-25334be1ab1a,,,7/8/2024,N
Cow 2 Fire,N,2024-07-16 14:31:19+00:00,2024-07-09 02:10:15+00:00,Unified Command: CAL FIRE Tulare Unit and Bureau of Indian Affairs,Tulare,473446,509,80,nan,nan,-118.801528,36.026333,Wildfire,704f4c46-c67f-4cd6-ad76-1bb893764f0e,,,7/9/2024,Y
Teresa Fire,Y,2024-07-12 06:58:47+00:00,2024-07-09 12:33:42+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,20,100,nan,nan,-121.736403,37.201128,Wildfire,8887929d-bf06-47d5-aa8b-c592cbe60134,,,7/9/2024,N
Todd Fire,Y,2024-07-10 17:29:35+00:00,2024-07-09 15:59:42+00:00,Los Angeles County Fire Department,Los Angeles,9936690,35,100,nan,nan,-118.023431,34.7192091,Wildfire,16fd6b9b-95dd-4fac-a4bb-43af69c55401,,,7/9/2024,N
Panoche Fire,Y,2024-07-09 21:51:44+00:00,2024-07-09 19:12:11+00:00,CAL FIRE San Benito-Monterey,San Benito,64753,93,100,nan,nan,-120.8765,36.6067,Wildfire,24a84ad7-76f0-4880-94d6-15afe21ba92c,,,7/9/2024,N
Woodland Fire,Y,2024-07-12 22:46:17+00:00,2024-07-10 14:46:39+00:00,Los Angeles County Fire Department,Los Angeles,9936690,20,100,nan,nan,-118.3211,34.60698,Wildfire,45612673-c1eb-4b45-823c-58ac4cd9bf04,,,7/10/2024,N
Poppy Fire,Y,2024-07-12 07:46:51+00:00,2024-07-10 14:30:50+00:00,Los Angeles County Fire Department,Los Angeles,9936690,87,100,nan,"L.A. County Fire Department, ",-118.3404,34.43725,Wildfire,095a04be-5c4f-46bc-a26d-afee87fe3013,,,7/10/2024,N
Point Fire,N,2024-07-15 19:18:34+00:00,2024-07-10 17:46:39+00:00,CAL FIRE Humboldt Del Norte Unit,Humboldt,136132,85,90,nan,"CAGAR, CARDW, CAADP, CARCV, HCSO, CHP, CAMIR, CAFLV, ",-123.7729,40.11416,Wildfire,fdb9b539-dbfe-4112-98b3-ce893d831e9e,,,7/10/2024,Y
Breckenridge Fire,Y,2024-07-10 19:36:02+00:00,2024-07-09 16:17:00+00:00,Kern County Fire,Kern,906883,277,100,nan,nan,-118.783698,34.400099,Wildfire,c9814313-be52-4d48-a846-266c8b156c38,,,7/9/2024,N
Ranch Fire,Y,2024-07-12 07:42:25+00:00,2024-07-10 18:20:04+00:00,Bureau of Land Management - Minden Nevada District,Lassen,31873,21,100,nan,nan,-120.03505,39.803617,Wildfire,7c1116af-a5e8-4a35-95b6-6f46dddb7f7b,,,7/10/2024,N
Railbridge Fire,Y,2024-07-13 22:28:55+00:00,2024-07-11 15:44:34+00:00,CAL FIRE Butte Unit,Butte,213605,130,100,nan,nan,-121.49395,39.40436,Wildfire,e7249ade-ad19-4caa-a763-a2181e9658f8,,,7/11/2024,N
Carrizo 5 Fire,Y,2024-07-12 07:26:22+00:00,2024-07-11 11:34:30+00:00,CAL FIRE San Deigo Unit,San Diego,3289701,10,100,nan,nan,-116.165773,32.636552,Wildfire,56f348d1-578a-4495-afa9-045eb8d3181b,,,7/11/2024,N
Bluff Fire,Y,2024-07-13 22:29:46+00:00,2024-07-12 11:59:04+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,50,100,nan,"Morongo Fire Department, USFS â€“ San Bernardino",-116.87638,33.95319,Wildfire,2987a61b-04b5-46f7-9d10-a44a98f2c906,,,7/12/2024,N
Ranch Fire,Y,2024-07-12 22:40:57+00:00,2024-07-12 13:17:57+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,29,100,nan,nan,-120.433304,35.9001968,Wildfire,1b0ccbca-742f-4831-a196-476252eaf7c1,,,7/12/2024,N
Athens Fire,Y,2024-07-13 22:26:40+00:00,2024-07-12 13:49:01+00:00,CAL FIRE Nevada Yuba Placer Unit,Placer,406608,260,100,nan,nan,-121.332377,38.8364594,Wildfire,adb3cd9f-c3bb-45c6-8ee7-7de9728408fb,,,7/12/2024,N
Pauba Fire,Y,2024-07-14 22:56:48+00:00,2024-07-12 13:31:45+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,101,100,nan,"City of Hemet FD, Murrieta Fire and Rescue, Pechanga FD, San Diego County Fire Authority",-117.02173,33.485557,Wildfire,6ba3ef43-a6ad-486d-8df8-ec24dfdcbfff,2024-07-14 22:55:17+00:00,7/14/2024,7/12/2024,N
Indiana Fire,Y,2024-07-12 18:49:24+00:00,2024-07-12 14:09:30+00:00,CAL FIRE Madera-Mariposa-Merced Unit,Merced,282290,20,100,nan,nan,-120.595644,37.112938,Wildfire,60b87395-037e-4e90-be9d-00f555a2bf2b,,,7/12/2024,N
Pilot Fire,Y,2024-07-15 10:01:56+00:00,2024-07-12 17:37:56+00:00,Kern County Fire Department,Kern,906883,50,100,nan,nan,-119.242617,35.2928626,Wildfire,b1e1dde9-05f4-46c8-b539-dccd6d54dbe5,,,7/12/2024,N
Hurricane Fire,N,2024-07-16 10:53:34+00:00,2024-07-13 10:54:01+00:00,Bureau of Land Management California,"Kern, San Luis Obispo",1188595,12703,95,nan,nan,-119.695667,35.199333,Wildfire,5d90917c-38cf-4ea9-86d6-e3a1d2728b0a,,,7/13/2024,Y
Soda Fire,N,2024-07-16 18:56:58+00:00,2024-07-13 09:24:44+00:00,CAL FIRE San Luis Obispo,San Luis Obispo,281712,161,50,nan,nan,-119.531779,35.009077,Wildfire,597e7925-6013-4b71-a67a-ddaeec31b92a,,,7/13/2024,Y
White Fire,N,2024-07-17 05:49:00+00:00,2024-07-13 11:09:42+00:00,CAL FIRE and Kern County Fire Department,Kern,906883,5536,33,nan,"Kern County Sheriff's Department, Kern County OES, CalOES, California Department of Corrections, and Southern California Edison.",-118.533425,34.963024,Wildfire,277af290-74fa-4b77-9f74-58b232a4f098,,,7/13/2024,Y
Trout Fire,N,2024-07-16 18:26:52+00:00,2024-07-13 12:34:56+00:00,Sequoia National Forest,Tulare,473446,5419,1,nan,nan,-118.311422,35.986772,Wildfire,bddf75c9-e5b6-4b7c-af80-a9f1dd57963b,,,7/13/2024,Y
Minor Fire,Y,2024-07-15 09:27:28+00:00,2024-07-13 13:38:54+00:00,Los Angeles County Fire Department,Los Angeles,9936690,50,100,nan,nan,-118.253976,34.67478,Wildfire,5c4423ff-da1b-4b58-a72b-1fbeb4522da9,,,7/13/2024,N
Rancho Fire,N,2024-07-17 07:38:49+00:00,2024-07-13 14:27:00+00:00,Tulare,Kern,906883,9950,78,nan,nan,-118.746636,35.10343,Wildfire,6092d73f-828a-4218-b723-0449fb456861,,,7/13/2024,Y
Packsaddle Fire,N,2024-07-16 18:08:06+00:00,2024-07-13 15:27:39+00:00,Sequoia National Forest,Tulare,473446,50,0,nan,nan,-118.429923,35.9273945,Wildfire,61215509-76e2-409a-b3df-71cb588e3387,,,7/13/2024,Y
Horse Fire (Previously 3-7),N,2024-07-17 07:13:14+00:00,2024-07-13 18:21:03+00:00,CAL FIRE Lassen-Modoc Unit,Lassen,31873,42,55,nan,nan,-121.179979,40.9067636,Wildfire,5f6960bc-d915-41c0-8cf0-0a3b7f0af755,,,7/13/2024,Y
Rim Fire,N,2024-07-17 07:13:25+00:00,2024-07-13 15:31:00+00:00,CAL FIRE Lassen-Modoc Unit,Lassen,31873,1025,40,nan,nan,-121.160755,40.90368,Wildfire,0c244aa0-4712-4a7c-93d6-42607825a950,,,7/13/2024,Y
Quality Fire,Y,2024-07-16 22:17:24+00:00,2024-07-13 18:17:30+00:00,CAL FIRE San Bernardino Unit,Inyo,18829,51,100,nan,nan,-118.057587,36.576457,Wildfire,8ff00a3e-f9a6-4c09-8aa0-5549f351312f,2024-07-16 22:16:59+00:00,7/16/2024,7/13/2024,N
Mcnab Fire,Y,2024-07-15 10:01:59+00:00,2024-07-14 11:16:52+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,10,100,nan,nan,-123.15297,39.041985,Wildfire,085e88f6-33b7-4aef-adea-cda9dc7ef7f4,,,7/14/2024,N
Solar Fire,Y,2024-07-15 12:31:58+00:00,2024-07-14 10:11:51+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,11,100,nan,nan,-120.278024,35.856649,Wildfire,e336a3ee-7318-4439-bb9d-b23f325782e8,,,7/14/2024,N
Laura Fire,N,2024-07-16 17:34:56+00:00,2024-07-14 13:35:28+00:00,Kern County Fire Department,Kern,906883,100,50,nan,nan,-118.40739,35.56702,Wildfire,52f6d338-b396-418c-bff2-17c8ba9412fb,,,7/14/2024,Y
Dewey Fire,N,2024-07-17 06:33:08+00:00,2024-07-14 17:52:12+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,109,80,nan,nan,-122.353169,41.765149,Wildfire,8a0cf23b-e02c-476b-83e4-11bafd022142,,,7/14/2024,Y
Pickett Fire,N,2024-07-16 19:10:20+00:00,2024-07-14 05:21:10+00:00,Six Rivers National Forest,Trinity,15889,22,,nan,nan,-123.362,40.3464,Wildfire,cb115973-a1bd-4023-8445-3566116629e7,,,7/14/2024,Y
Lost Hills Fire,N,2024-07-16 22:05:45+00:00,2024-07-14 22:03:15+00:00,Kern County Fire Department,Kern,906883,2818,,nan,nan,-119.669093,35.636093,Wildfire,60b0ba42-478d-4089-8a27-43b33accb9ed,,,7/14/2024,Y
Holloway Fire,Y,2024-07-15 10:02:04+00:00,2024-07-14 22:04:26+00:00,Kern County Fire Department ,Kern,906883,10,100,nan,nan,-119.76107,35.6453,Wildfire,170e3b34-380c-4293-9b3e-d1bdd1763e6f,,,7/14/2024,N
Paradise Fire,N,2024-07-16 19:59:25+00:00,2024-07-15 14:32:34+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,101,100,nan,nan,-122.516407,41.787938,Wildfire,89fb8816-bcd5-48ef-8ecb-7d762731225e,,,7/15/2024,Y
5 Fire,N,2024-07-15 18:04:37+00:00,2024-07-15 16:26:26+00:00,Kern County Fire Department,Kern,906883,348,,nan,nan,-119.779871,35.784624,Wildfire,d226687e-93d2-48ad-a17a-acbee0ac4efc,,,7/15/2024,Y
